id,category,question,option_a,option_b,option_c,option_d,answer_index,points,difficulty
Q01512,Intelligence artificielle,Quel outil est couramment utilisé en Python pour le calcul scientifique ?,NumPy,HTML,Nginx,Git,0,10,facile
Q01513,Intelligence artificielle,Quel outil Python est courant pour les tableaux de données ?,pandas,React,Docker,Apache,0,10,facile
Q01514,Intelligence artificielle,Quel framework est courant pour le deep learning ?,TensorFlow,Laravel,Next.js,PostgreSQL,0,10,facile
Q01515,Intelligence artificielle,Que mesure une accuracy ?,La proportion de prédictions correctes,La taille du modèle,Le temps de compilation,La RAM utilisée,0,10,facile
Q01516,Intelligence artificielle,Que mesure le recall ?,La capacité à retrouver les vrais positifs,Le nombre de CPU,La vitesse du réseau,La taille d'une image,0,10,facile
Q01517,Intelligence artificielle,Quel risque concerne les réponses inventées d'une IA générative ?,Hallucination,Compilation,Fragmentation,Routage,0,10,facile
Q01518,Intelligence artificielle,Quel est l'intérêt d'un jeu de validation ?,Aider au réglage et au choix du modèle,Remplacer le clavier,Créer un serveur DNS,Stocker des images,0,10,facile
Q01519,Intelligence artificielle,Quel terme désigne l'explication du fonctionnement d'un modèle ?,Explainable AI,Web hosting,Version control,Packet switching,0,10,facile
Q01520,Intelligence artificielle,Quel modèle est spécialisé dans le traitement d'images ?,CNN,FTP,SQL,DNS,0,10,facile
Q01521,Intelligence artificielle,Quel mécanisme est central dans les Transformers ?,Attention,Bluetooth,RAID,BIOS,0,10,facile
Q01522,Intelligence artificielle,Quel est le but d'un prompt ?,Donner une instruction à un modèle génératif,Formater un disque,Créer un câble,Compiler un noyau,0,10,facile
Q01523,Intelligence artificielle,Quel type de données peut être utilisé en vision par ordinateur ?,Images,Ports réseau uniquement,Fichiers BIOS,Tickets,0,10,facile
Q01524,Intelligence artificielle,Pourquoi séparer train et test ?,Pour mesurer la généralisation,Pour augmenter le nombre de claviers,Pour remplacer les labels,Pour supprimer les données,0,10,facile
Q01525,Intelligence artificielle,Quel concept décrit la capacité d'un modèle à fonctionner sur de nouvelles données ?,Généralisation,Encapsulation,Routage,Chiffrement,0,10,facile
Q01526,Intelligence artificielle,Au stand MIT : Que signifie IA ?,Intelligence artificielle,Internet automatique,Interface analytique,Installation avancée,0,10,facile
Q01527,Intelligence artificielle,Au stand MIT : Quel domaine permet à une machine d'apprendre à partir de données ?,Machine Learning,Word processing,DNS,Compression,0,10,facile
Q01528,Intelligence artificielle,Au stand MIT : Quel algorithme est souvent utilisé pour la classification ?,Random Forest,FTP,HTML,SMTP,0,10,facile
Q01529,Intelligence artificielle,Au stand MIT : Quel type d'apprentissage utilise des données étiquetées ?,Apprentissage supervisé,Apprentissage non supervisé,Apprentissage sans données,Apprentissage analogique,0,10,facile
Q01530,Intelligence artificielle,Au stand MIT : Quel modèle est adapté à la génération de texte ?,Un grand modèle de langage,Un câble réseau,Un compilateur C,Un disque dur,0,10,facile
Q01531,Intelligence artificielle,Au stand MIT : Que signifie LLM ?,Large Language Model,Local Logic Machine,Linear Learning Module,Low Level Memory,0,10,facile
Q01532,Intelligence artificielle,Au stand MIT : Quel problème est typique d'un modèle qui mémorise trop les données d'entraînement ?,Surapprentissage,Sous-échantillonnage,Compression,Routage,0,10,facile
Q01533,Intelligence artificielle,Au stand MIT : Quel jeu de données sert à évaluer un modèle après entraînement ?,Test set,Source code,DNS table,BIOS,0,10,facile
Q01534,Intelligence artificielle,Au stand MIT : Pourquoi normaliser certaines données ?,Faciliter l'apprentissage de certains modèles,Augmenter la taille du disque,Créer un réseau Wi-Fi,Installer un navigateur,0,10,facile
Q01535,Intelligence artificielle,Au stand MIT : Quel algorithme est un classifieur à marge ?,SVM,FTP,JSON,HTTP,0,10,facile
Q01536,Intelligence artificielle,Au stand MIT : Quel algorithme est basé sur les voisins ?,KNN,CNN uniquement,DNS,SSH,0,10,facile
Q01537,Intelligence artificielle,Au stand MIT : Quel outil est couramment utilisé en Python pour le calcul scientifique ?,NumPy,HTML,Nginx,Git,0,10,facile
Q01538,Intelligence artificielle,Au stand MIT : Quel outil Python est courant pour les tableaux de données ?,pandas,React,Docker,Apache,0,10,facile
Q01539,Intelligence artificielle,Au stand MIT : Quel framework est courant pour le deep learning ?,TensorFlow,Laravel,Next.js,PostgreSQL,0,10,facile
Q01540,Intelligence artificielle,Au stand MIT : Que mesure une accuracy ?,La proportion de prédictions correctes,La taille du modèle,Le temps de compilation,La RAM utilisée,0,10,facile
Q01541,Intelligence artificielle,Au stand MIT : Que mesure le recall ?,La capacité à retrouver les vrais positifs,Le nombre de CPU,La vitesse du réseau,La taille d'une image,0,10,facile
Q01542,Intelligence artificielle,Au stand MIT : Quel risque concerne les réponses inventées d'une IA générative ?,Hallucination,Compilation,Fragmentation,Routage,0,10,facile
Q01543,Intelligence artificielle,Au stand MIT : Quel est l'intérêt d'un jeu de validation ?,Aider au réglage et au choix du modèle,Remplacer le clavier,Créer un serveur DNS,Stocker des images,0,10,facile
Q01544,Intelligence artificielle,Au stand MIT : Quel terme désigne l'explication du fonctionnement d'un modèle ?,Explainable AI,Web hosting,Version control,Packet switching,0,10,facile
Q01545,Intelligence artificielle,Au stand MIT : Quel modèle est spécialisé dans le traitement d'images ?,CNN,FTP,SQL,DNS,0,10,facile
Q01546,Intelligence artificielle,Au stand MIT : Quel mécanisme est central dans les Transformers ?,Attention,Bluetooth,RAID,BIOS,0,10,facile
Q01547,Intelligence artificielle,Au stand MIT : Quel est le but d'un prompt ?,Donner une instruction à un modèle génératif,Formater un disque,Créer un câble,Compiler un noyau,0,10,facile
Q01548,Intelligence artificielle,Au stand MIT : Quel type de données peut être utilisé en vision par ordinateur ?,Images,Ports réseau uniquement,Fichiers BIOS,Tickets,0,10,facile
Q01549,Intelligence artificielle,Au stand MIT : Pourquoi séparer train et test ?,Pour mesurer la généralisation,Pour augmenter le nombre de claviers,Pour remplacer les labels,Pour supprimer les données,0,10,facile
Q01550,Intelligence artificielle,Au stand MIT : Quel concept décrit la capacité d'un modèle à fonctionner sur de nouvelles données ?,Généralisation,Encapsulation,Routage,Chiffrement,0,10,facile
Q01551,Intelligence artificielle,Défi express : Que signifie IA ?,Intelligence artificielle,Internet automatique,Interface analytique,Installation avancée,0,10,facile
Q01552,Intelligence artificielle,Défi express : Quel domaine permet à une machine d'apprendre à partir de données ?,Machine Learning,Word processing,DNS,Compression,0,10,facile
Q01553,Intelligence artificielle,Défi express : Quel algorithme est souvent utilisé pour la classification ?,Random Forest,FTP,HTML,SMTP,0,10,facile
Q01554,Intelligence artificielle,Défi express : Quel type d'apprentissage utilise des données étiquetées ?,Apprentissage supervisé,Apprentissage non supervisé,Apprentissage sans données,Apprentissage analogique,0,10,facile
Q01555,Intelligence artificielle,Défi express : Quel modèle est adapté à la génération de texte ?,Un grand modèle de langage,Un câble réseau,Un compilateur C,Un disque dur,0,10,facile
Q01556,Intelligence artificielle,Défi express : Que signifie LLM ?,Large Language Model,Local Logic Machine,Linear Learning Module,Low Level Memory,0,10,facile
Q01557,Intelligence artificielle,Défi express : Quel problème est typique d'un modèle qui mémorise trop les données d'entraînement ?,Surapprentissage,Sous-échantillonnage,Compression,Routage,0,10,facile
Q01558,Intelligence artificielle,Défi express : Quel jeu de données sert à évaluer un modèle après entraînement ?,Test set,Source code,DNS table,BIOS,0,10,facile
Q01559,Intelligence artificielle,Défi express : Pourquoi normaliser certaines données ?,Faciliter l'apprentissage de certains modèles,Augmenter la taille du disque,Créer un réseau Wi-Fi,Installer un navigateur,0,10,facile
Q01560,Intelligence artificielle,Défi express : Quel algorithme est un classifieur à marge ?,SVM,FTP,JSON,HTTP,0,10,facile
Q01561,Intelligence artificielle,Défi express : Quel algorithme est basé sur les voisins ?,KNN,CNN uniquement,DNS,SSH,0,10,facile
Q01562,Intelligence artificielle,Défi express : Quel outil est couramment utilisé en Python pour le calcul scientifique ?,NumPy,HTML,Nginx,Git,0,10,facile
Q01563,Intelligence artificielle,Défi express : Quel outil Python est courant pour les tableaux de données ?,pandas,React,Docker,Apache,0,10,facile
Q01564,Intelligence artificielle,Défi express : Quel framework est courant pour le deep learning ?,TensorFlow,Laravel,Next.js,PostgreSQL,0,10,facile
Q01565,Intelligence artificielle,Défi express : Que mesure une accuracy ?,La proportion de prédictions correctes,La taille du modèle,Le temps de compilation,La RAM utilisée,0,10,facile
Q01566,Intelligence artificielle,Défi express : Que mesure le recall ?,La capacité à retrouver les vrais positifs,Le nombre de CPU,La vitesse du réseau,La taille d'une image,0,10,facile
Q01567,Intelligence artificielle,Défi express : Quel risque concerne les réponses inventées d'une IA générative ?,Hallucination,Compilation,Fragmentation,Routage,0,10,facile
Q01568,Intelligence artificielle,Défi express : Quel est l'intérêt d'un jeu de validation ?,Aider au réglage et au choix du modèle,Remplacer le clavier,Créer un serveur DNS,Stocker des images,0,10,facile
Q01569,Intelligence artificielle,Défi express : Quel terme désigne l'explication du fonctionnement d'un modèle ?,Explainable AI,Web hosting,Version control,Packet switching,0,10,facile
Q01570,Intelligence artificielle,Défi express : Quel modèle est spécialisé dans le traitement d'images ?,CNN,FTP,SQL,DNS,0,10,facile
Q01571,Intelligence artificielle,Défi express : Quel mécanisme est central dans les Transformers ?,Attention,Bluetooth,RAID,BIOS,0,10,facile
Q01572,Intelligence artificielle,Défi express : Quel est le but d'un prompt ?,Donner une instruction à un modèle génératif,Formater un disque,Créer un câble,Compiler un noyau,0,10,facile
Q01573,Intelligence artificielle,Défi express : Quel type de données peut être utilisé en vision par ordinateur ?,Images,Ports réseau uniquement,Fichiers BIOS,Tickets,0,10,facile
Q01574,Intelligence artificielle,Défi express : Pourquoi séparer train et test ?,Pour mesurer la généralisation,Pour augmenter le nombre de claviers,Pour remplacer les labels,Pour supprimer les données,0,10,facile
Q01575,Intelligence artificielle,Défi express : Quel concept décrit la capacité d'un modèle à fonctionner sur de nouvelles données ?,Généralisation,Encapsulation,Routage,Chiffrement,0,10,facile
Q01576,Intelligence artificielle,Testez vos connaissances : Que signifie IA ?,Intelligence artificielle,Internet automatique,Interface analytique,Installation avancée,0,10,facile
Q01577,Intelligence artificielle,Testez vos connaissances : Quel domaine permet à une machine d'apprendre à partir de données ?,Machine Learning,Word processing,DNS,Compression,0,10,facile
Q01578,Intelligence artificielle,Testez vos connaissances : Quel algorithme est souvent utilisé pour la classification ?,Random Forest,FTP,HTML,SMTP,0,10,facile
Q01579,Intelligence artificielle,Testez vos connaissances : Quel type d'apprentissage utilise des données étiquetées ?,Apprentissage supervisé,Apprentissage non supervisé,Apprentissage sans données,Apprentissage analogique,0,10,facile
Q01580,Intelligence artificielle,Testez vos connaissances : Quel modèle est adapté à la génération de texte ?,Un grand modèle de langage,Un câble réseau,Un compilateur C,Un disque dur,0,10,facile
Q01581,Intelligence artificielle,Testez vos connaissances : Que signifie LLM ?,Large Language Model,Local Logic Machine,Linear Learning Module,Low Level Memory,0,10,facile
Q01582,Intelligence artificielle,Testez vos connaissances : Quel problème est typique d'un modèle qui mémorise trop les données d'entraînement ?,Surapprentissage,Sous-échantillonnage,Compression,Routage,0,10,facile
Q01583,Intelligence artificielle,Testez vos connaissances : Quel jeu de données sert à évaluer un modèle après entraînement ?,Test set,Source code,DNS table,BIOS,0,10,facile
Q01584,Intelligence artificielle,Testez vos connaissances : Pourquoi normaliser certaines données ?,Faciliter l'apprentissage de certains modèles,Augmenter la taille du disque,Créer un réseau Wi-Fi,Installer un navigateur,0,10,facile
Q01585,Intelligence artificielle,Testez vos connaissances : Quel algorithme est un classifieur à marge ?,SVM,FTP,JSON,HTTP,0,10,facile
Q01586,Intelligence artificielle,Testez vos connaissances : Quel algorithme est basé sur les voisins ?,KNN,CNN uniquement,DNS,SSH,0,10,facile
Q01587,Intelligence artificielle,Testez vos connaissances : Quel outil est couramment utilisé en Python pour le calcul scientifique ?,NumPy,HTML,Nginx,Git,0,10,facile
Q01588,Intelligence artificielle,Testez vos connaissances : Quel outil Python est courant pour les tableaux de données ?,pandas,React,Docker,Apache,0,10,facile
Q01589,Intelligence artificielle,Testez vos connaissances : Quel framework est courant pour le deep learning ?,TensorFlow,Laravel,Next.js,PostgreSQL,0,10,facile
Q01590,Intelligence artificielle,Testez vos connaissances : Que mesure une accuracy ?,La proportion de prédictions correctes,La taille du modèle,Le temps de compilation,La RAM utilisée,0,10,facile
